,Item ID,Month,Product,Product Type,Species,Anticoagulant,Gender,Forecast
22583,7230801,2025-08-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,2.5909939588189594
22584,7230801,2025-09-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,2.873395743145744
22585,7230801,2025-10-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,3.8287976911976913
22586,7230801,2025-11-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,9.238339069264065
22587,7230801,2025-12-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,8.410854148629147
22588,7230801,2026-01-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,8.034937481962478
22589,7230801,2026-02-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,2.12259753024753
22590,7230801,2026-03-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,2.649768814518814
22591,7230801,2026-04-01,WHOLE BLOOD,DONOR,BOVINE,NONE,GENDER UNSPECIFIED,3.556021520146521
22592,7209003,2025-05-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.26994741369741376
22593,7209003,2025-06-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.3764726134976135
22594,7209003,2025-07-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.8756970973470972
22595,7209003,2025-08-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.8705323565323567
22596,7209003,2025-09-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.47759291819291816
22597,7209003,2025-10-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.8370634393384395
22598,7209003,2025-11-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.8447316544566548
22599,7209003,2025-12-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.22644304861804865
22600,7209003,2026-01-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.40670988455988455
22601,7209003,2026-02-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.9649514180264182
22602,7209003,2026-03-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.25140495337995344
22603,7209003,2026-04-01,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.3614726134976135
22616,7249008,2025-05-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.10668091214341216
22617,7249008,2025-06-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.11450939699189702
22618,7249008,2025-07-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.11587606365856368
22619,7249008,2025-08-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.1493084157509158
22620,7249008,2025-09-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.278520172882673
22621,7249008,2025-10-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.2778377222777224
22622,7249008,2025-11-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.10668091214341216
22623,7249008,2025-12-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.11450939699189702
22624,7249008,2026-01-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.11587606365856368
22625,7249008,2026-02-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.1515184157509158
22626,7249008,2026-03-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.278520172882673
22627,7249008,2026-04-01,WASHED CELLS,10%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.2778377222777224
22664,7720103,2025-05-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6564934593184593
22665,7720103,2025-06-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6632811910311912
22666,7720103,2025-07-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6059553196803197
22667,7720103,2025-08-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6600152125652126
22668,7720103,2025-09-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.673362984237984
22669,7720103,2025-10-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6382920079920078
22670,7720103,2025-11-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6405696414696415
22671,7720103,2025-12-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6304085303585302
22672,7720103,2026-01-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6304369186369185
22673,7720103,2026-02-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6306418636918636
22674,7720103,2026-03-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6306418636918636
22675,7720103,2026-04-01,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.6306418636918636
23013,7720037,2025-05-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.3801793806193806
23014,7720037,2025-06-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.3832680319680319
23015,7720037,2025-07-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.3056537662337663
23016,7720037,2025-08-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23017,7720037,2025-09-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23018,7720037,2025-10-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23019,7720037,2025-11-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23020,7720037,2025-12-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23021,7720037,2026-01-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23022,7720037,2026-02-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23023,7720037,2026-03-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23024,7720037,2026-04-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,MALE,0.39649062937062945
23025,7720079,2025-05-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19189278721278719
23026,7720079,2025-06-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.18423499999999998
23027,7720079,2025-07-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.15651006493506492
23028,7720079,2025-08-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23029,7720079,2025-09-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23030,7720079,2025-10-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23031,7720079,2025-11-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23032,7720079,2025-12-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23033,7720079,2026-01-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23034,7720079,2026-02-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23035,7720079,2026-03-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23036,7720079,2026-04-01,WHOLE BLOOD,DONOR,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.19342142357642356
23121,7720084,2025-05-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.5877179487179488
23122,7720084,2025-06-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,1.058846597846598
23123,7720084,2025-07-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.6749969474969475
23124,7720084,2025-08-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.7332368742368743
23125,7720084,2025-09-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.745691391941392
23126,7720084,2025-10-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,1.0608162948162947
23127,7720084,2025-11-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,1.1221763236763236
23128,7720084,2025-12-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.7448083028083026
23129,7720084,2026-01-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.8359735264735264
23130,7720084,2026-02-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.6909965867465867
23131,7720084,2026-03-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,1.1584793817293817
23132,7720084,2026-04-01,WHOLE BLOOD,DONOR,BOVINE,ACD,GENDER UNSPECIFIED,0.5740577755577756
23289,7200806,2025-05-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.5243294857919857
23290,7200806,2025-06-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,1.1665508297258294
23291,7200806,2025-07-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,2.071268183124066
23292,7200806,2025-08-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,1.7171922451731283
23293,7200806,2025-09-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.8809006091131092
23294,7200806,2025-10-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.9700135794760796
23295,7200806,2025-11-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.32694712648462654
23296,7200806,2025-12-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.3654340867465868
23297,7200806,2026-01-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.8635121392496393
23298,7200806,2026-02-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.5821648032523032
23299,7200806,2026-03-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,0.7729091047841048
23300,7200806,2026-04-01,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED,1.7238790777849606
23482,7242808,2025-05-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23483,7242808,2025-06-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23484,7242808,2025-07-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23485,7242808,2025-08-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23486,7242808,2025-09-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23487,7242808,2025-10-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23488,7242808,2025-11-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23489,7242808,2025-12-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23490,7242808,2026-01-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23491,7242808,2026-02-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23492,7242808,2026-03-01,WASHED CELLS,10%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.023700000000000006
23625,7241407,2025-05-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.08655561272061274
23626,7241407,2025-06-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.11008746753246751
23627,7241407,2025-07-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.1045172752247752
23628,7241407,2025-08-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.0903458591408591
23629,7241407,2025-09-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.0853633591408591
23630,7241407,2025-10-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.0853633591408591
23631,7241407,2025-11-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.09194835914085911
23632,7241407,2025-12-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.09848227522477519
23633,7241407,2026-01-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.0933560514485514
23634,7241407,2026-02-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.09194835914085911
23635,7241407,2026-03-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.09194835914085911
23636,7241407,2026-04-01,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED,0.09194835914085911
23842,7249007,2025-05-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,8.12027708319458
23843,7249007,2025-06-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,6.461660159840157
23844,7249007,2025-07-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,6.213925376845374
23845,7249007,2025-08-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,7.182444467199466
23846,7249007,2025-09-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,6.198958462925961
23847,7249007,2025-10-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.392586927516926
23848,7249007,2025-11-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.201285645465645
23849,7249007,2025-12-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.201285645465645
23850,7249007,2026-01-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,4.774440773670773
23851,7249007,2026-02-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.4358167152292145
23852,7249007,2026-03-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.8988698898323886
24407,7242807,2025-05-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24408,7242807,2025-06-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24409,7242807,2025-07-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24410,7242807,2025-08-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24411,7242807,2025-09-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24412,7242807,2025-10-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24413,7242807,2025-11-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24414,7242807,2025-12-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24415,7242807,2026-01-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24416,7242807,2026-02-01,WASHED CELLS,100%,GOOSE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
24994,7720051,2025-05-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.17261605061605
24995,7720051,2025-06-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.645653013653013
24996,7720051,2025-07-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.192879453879454
24997,7720051,2025-08-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.30576257076257
24998,7720051,2025-09-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.17261605061605
24999,7720051,2025-10-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.645653013653013
25000,7720051,2025-11-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.192879453879454
25001,7720051,2025-12-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.30576257076257
25002,7720051,2026-01-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,5.17261605061605
25003,7720051,2026-02-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.645653013653013
25004,7720051,2026-03-01,WASHED CELLS,100%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,3.192879453879454
27677,7248809,2025-05-01,WASHED CELLS,5%,ROOSTER,ALSEVERS,MALE,0.030000000000000023
27678,7248809,2025-06-01,WASHED CELLS,5%,ROOSTER,ALSEVERS,MALE,0.030000000000000023
27679,7248809,2025-07-01,WASHED CELLS,5%,ROOSTER,ALSEVERS,MALE,0.030000000000000023
27680,7248809,2025-08-01,WASHED CELLS,5%,ROOSTER,ALSEVERS,MALE,0.030000000000000023
29256,7240807,2025-05-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29257,7240807,2025-06-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29258,7240807,2025-07-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29259,7240807,2025-08-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29260,7240807,2025-09-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29261,7240807,2025-10-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29262,7240807,2025-11-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29263,7240807,2025-12-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29264,7240807,2026-01-01,WASHED CELLS,100%,BOVINE,ALSEVERS,GENDER UNSPECIFIED,0.015000000000000012
29991,7721060,2025-05-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.10410504329004329
29992,7721060,2025-06-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.1089198051948052
29993,7721060,2025-07-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.1089198051948052
29994,7721060,2025-08-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.1089198051948052
29995,7721060,2025-09-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.1089198051948052
29996,7721060,2025-10-01,WHOLE BLOOD,DONOR,CHICKEN,NA-CITRATE,GENDER UNSPECIFIED,0.1089198051948052
32566,7243408,2025-05-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32567,7243408,2025-06-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.39708493867243866
32568,7243408,2025-07-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.39470493867243867
32569,7243408,2025-08-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.3863049386724387
32570,7243408,2025-09-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32571,7243408,2025-10-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32572,7243408,2025-11-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32573,7243408,2025-12-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32574,7243408,2026-01-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32575,7243408,2026-02-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32576,7243408,2026-03-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
32577,7243408,2026-04-01,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.40108493867243866
34993,7249009,2025-05-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34994,7249009,2025-06-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34995,7249009,2025-07-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34996,7249009,2025-08-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34997,7249009,2025-09-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34998,7249009,2025-10-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
34999,7249009,2025-11-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
35000,7249009,2025-12-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
35001,7249009,2026-01-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
35002,7249009,2026-02-01,WASHED CELLS,5%,SHEEP,ALSEVERS,GENDER UNSPECIFIED,0.022349999999999995
46683,7243407,2025-05-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46684,7243407,2025-06-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46685,7243407,2025-07-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46686,7243407,2025-08-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46687,7243407,2025-09-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46688,7243407,2025-10-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46689,7243407,2025-11-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46690,7243407,2025-12-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
46691,7243407,2026-01-01,WASHED CELLS,100%,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.023225
70009,7721073,2025-05-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70010,7721073,2025-06-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70011,7721073,2025-07-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70012,7721073,2025-08-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70013,7721073,2025-09-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70014,7721073,2025-10-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70015,7721073,2025-11-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70016,7721073,2025-12-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70017,7721073,2026-01-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70018,7721073,2026-02-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
70019,7721073,2026-03-01,DEFIBRINATED BLOOD,DONOR,SHEEP,NONE,GENDER UNSPECIFIED,0.642857142857143
71727,7721065,2025-05-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.37068297813297824
71728,7721065,2025-06-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.38055195360195376
71729,7721065,2025-07-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.3240314629814631
71730,7721065,2025-08-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.2852984848484849
71731,7721065,2025-09-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.30189184704184713
71732,7721065,2025-10-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.3756710733710735
71733,7721065,2025-11-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.3742782162282164
71734,7721065,2025-12-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.34661284826284844
71735,7721065,2026-01-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.2980188311688312
71736,7721065,2026-02-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.30189184704184713
